,date,price
192,2003-05,25.857727272727274
193,2003-06,27.652857142857144
194,2003-07,28.348695652173912
195,2003-08,29.888095238095236
196,2003-09,27.112272727272728
197,2003-10,29.60782608695652
198,2003-11,28.752499999999998
199,2003-12,29.80714285714286
200,2004-01,31.280952380952378
201,2004-02,30.8585
202,2004-03,33.63434782608696
203,2004-04,33.59090909090909
204,2004-05,37.56761904761905
205,2004-06,35.18363636363636
206,2004-07,38.221363636363634
207,2004-08,42.74409090909091
208,2004-09,43.19681818181818
209,2004-10,49.776666666666664
210,2004-11,43.110454545454544
211,2004-12,39.60217391304348
212,2005-01,44.509
213,2005-02,45.475
214,2005-03,53.10454545454545
215,2005-04,51.88380952380952
216,2005-05,48.64545454545455
217,2005-06,54.35454545454545
218,2005-07,57.52
219,2005-08,63.98347826086956
220,2005-09,62.908181818181816
221,2005-10,58.53857142857142
222,2005-11,55.24181818181818
223,2005-12,56.855714285714285
224,2006-01,62.985238095238095
225,2006-02,60.21
226,2006-03,62.06478260869565
227,2006-04,70.26
228,2006-05,69.77695652173912
229,2006-06,68.5559090909091
230,2006-07,73.67428571428572
231,2006-08,73.2304347826087
232,2006-09,61.95857142857143
233,2006-10,57.808181818181815
234,2006-11,58.76136363636363
235,2006-12,62.47210526315789
236,2007-01,53.68142857142857
237,2007-02,57.55578947368421
238,2007-03,62.05045454545455
239,2007-04,67.4857894736842
240,2007-05,67.21227272727273
241,2007-06,71.04571428571428
242,2007-07,76.92999999999999
243,2007-08,70.76086956521739
244,2007-09,77.17315789473685
245,2007-10,82.34
246,2007-11,92.41428571428571
247,2007-12,90.92684210526315
248,2008-01,92.17809523809524
249,2008-02,94.9865
250,2008-03,103.63550000000001
251,2008-04,109.07136363636364
252,2008-05,122.79714285714284
253,2008-06,132.32238095238094
254,2008-07,132.71818181818182
255,2008-08,113.24333333333334
256,2008-09,97.23476190476191
257,2008-10,71.58217391304348
258,2008-11,52.45263157894737
259,2008-12,39.94681818181818
260,2009-01,43.439499999999995
261,2009-02,43.32473684210526
262,2009-03,46.540454545454544
263,2009-04,50.18190476190476
264,2009-05,57.302499999999995
265,2009-06,68.60954545454545
266,2009-07,64.43545454545455
267,2009-08,72.50857142857143
268,2009-09,67.64619047619047
269,2009-10,72.76954545454545
270,2009-11,76.662
271,2009-12,74.45636363636363
272,2010-01,76.16736842105263
273,2010-02,73.75210526315789
274,2010-03,78.82739130434783
275,2010-04,84.81761904761905
276,2010-05,75.94550000000001
277,2010-06,74.7609090909091
278,2010-07,75.58
279,2010-08,77.03954545454545
280,2010-09,77.8404761904762
281,2010-10,82.6647619047619
282,2010-11,85.2747619047619
283,2010-12,91.44681818181817
284,2011-01,96.5235
285,2011-02,103.71631578947368
286,2011-03,114.64347826086957
287,2011-04,123.25888888888888
288,2011-05,114.98904761904762
289,2011-06,113.83318181818181
290,2011-07,116.97349999999999
291,2011-08,110.21954545454545
292,2011-09,112.83380952380953
293,2011-10,109.55000000000001
294,2011-11,110.76809523809524
295,2011-12,107.87049999999999
296,2012-01,110.68599999999999
297,2012-02,119.327
298,2012-03,125.44545454545455
299,2012-04,119.42166666666668
300,2012-05,110.33952380952381
301,2012-06,95.15571428571428
302,2012-07,102.61857142857141
303,2012-08,113.35608695652174
304,2012-09,112.8636842105263
305,2012-10,111.7108695652174
306,2012-11,109.05857142857143
307,2012-12,109.494
308,2013-01,112.96
309,2013-02,116.05052631578947
310,2013-03,108.474
311,2013-04,102.24818181818182
312,2013-05,102.55863636363637
313,2013-06,102.9195
314,2013-07,107.93318181818182
315,2013-08,111.28045454545455
316,2013-09,111.59649999999999
317,2013-10,109.07652173913044
318,2013-11,107.792
319,2013-12,110.75666666666666
320,2014-01,108.11772727272728
321,2014-02,108.90052631578948
322,2014-03,107.48095238095237
323,2014-04,107.7552380952381
324,2014-05,109.53909090909092
325,2014-06,111.79523809523809
326,2014-07,106.76818181818182
327,2014-08,101.60809523809523
328,2014-09,97.09142857142858
329,2014-10,87.42521739130434
330,2014-11,79.4378947368421
331,2014-12,62.33500000000001
332,2015-01,47.7595
333,2015-02,58.0955
334,2015-03,55.88545454545454
335,2015-04,59.52428571428571
336,2015-05,64.075
337,2015-06,61.47772727272727
338,2015-07,56.56130434782609
339,2015-08,46.515
340,2015-09,47.62318181818182
341,2015-10,48.43
342,2015-11,44.26761904761905
343,2015-12,38.00545454545455
344,2016-01,30.6995
345,2016-02,32.1815
346,2016-03,38.210454545454546
347,2016-04,41.583333333333336
348,2016-05,46.742380952380955
349,2016-06,48.24727272727273
350,2016-07,44.951904761904764
351,2016-08,45.843043478260874
352,2016-09,46.567727272727275
353,2016-10,49.522380952380956
354,2016-11,44.73409090909091
355,2016-12,53.3085
356,2017-01,54.57666666666666
357,2017-02,54.8695
358,2017-03,51.589130434782604
359,2017-04,52.30789473684211
360,2017-05,50.326521739130435
361,2017-06,46.36818181818182
362,2017-07,48.47857142857143
363,2017-08,51.70434782608696
364,2017-09,56.152857142857144
365,2017-10,57.50772727272727
366,2017-11,62.71409090909091
367,2017-12,64.3736842105263
368,2018-01,69.07727272727273
369,2018-02,65.3175
370,2018-03,66.01666666666667
371,2018-04,72.10600000000001
372,2018-05,76.9752380952381
373,2018-06,74.4047619047619
374,2018-07,74.2540909090909
375,2018-08,72.52826086956522
376,2018-09,78.89099999999999
377,2018-10,81.03217391304348
378,2018-11,64.74818181818182
379,2018-12,57.36235294117647
380,2019-01,59.40954545454545
381,2019-02,63.9605
382,2019-03,66.13857142857144
383,2019-04,71.23333333333333
384,2019-05,71.31772727272727
385,2019-06,64.2205
386,2019-07,63.9191304347826
387,2019-08,59.041818181818186
388,2019-09,62.826666666666675
389,2019-10,59.71304347826087
390,2019-11,63.21190476190476
391,2019-12,67.31
392,2020-01,63.82478260869566
393,2020-02,55.702
394,2020-03,32.47
395,2020-04,18.3785
396,2020-05,29.378947368421056
397,2020-06,40.26681818181818
398,2020-07,43.24217391304348
399,2020-08,44.736000000000004
400,2020-09,40.90954545454545
401,2020-10,40.18954545454546
402,2020-11,42.69238095238095
403,2020-12,49.99363636363637
404,2021-01,54.689375
